,net_value,daily_return
2012-12-06,1.1090444582333194,-0.0
2012-12-07,1.1090444582333194,0.0
2012-12-10,1.1090444582333194,0.0
2012-12-11,1.1090444582333194,-0.0
2012-12-12,1.1090444582333194,0.0
2012-12-13,1.1090444582333194,-0.0
2012-12-14,1.1090444582333194,0.0
2012-12-17,1.1090444582333194,-0.0
2012-12-18,1.1090444582333194,-0.0
2012-12-19,1.1090444582333194,0.0
2012-12-20,1.1090444582333194,0.0
2012-12-21,1.1090444582333194,0.0
2012-12-24,1.1090444582333194,0.0
2012-12-25,1.1090444582333194,0.0
2012-12-26,1.1090444582333194,0.0
2012-12-27,1.1090444582333194,-0.0
2012-12-28,1.1090444582333194,0.0
2012-12-31,1.1090444582333194,0.0
2013-01-04,1.1090444582333194,-0.0
2013-01-07,1.1090444582333194,0.0
2013-01-08,1.1090444582333194,0.0
2013-01-09,1.1090444582333194,0.0
2013-01-10,1.1090444582333194,0.0
2013-01-11,1.1090444582333194,-0.0
2013-01-14,1.1090444582333194,0.0
2013-01-15,1.1090444582333194,0.0
2013-01-16,1.1090444582333194,-0.0
2013-01-17,1.1090444582333194,-0.0
2013-01-18,1.1090444582333194,0.0
2013-01-21,1.1090444582333194,0.0
2013-01-22,1.1090444582333194,-0.0
2013-01-23,1.1090444582333194,0.0
2013-01-24,1.1090444582333194,-0.0
2013-01-25,1.1090444582333194,-0.0
2013-01-28,1.1090444582333194,0.0
2013-01-29,1.1090444582333194,0.0
2013-01-30,1.1090444582333194,0.0
2013-01-31,1.1090444582333194,-0.0
2013-02-01,1.1090444582333194,0.0
2013-02-04,1.1090444582333194,-0.0
2013-02-05,1.1090444582333194,0.0
2013-02-06,1.1090444582333194,0.0
2013-02-07,1.1090444582333194,0.0
2013-02-08,1.1090444582333194,0.0
2013-02-18,1.1090444582333194,-0.0
2013-02-19,1.1090444582333194,-0.0
2013-02-20,1.1090444582333194,0.0
2013-02-21,1.1090444582333194,-0.0
2013-02-22,1.1090444582333194,-0.0
2013-02-25,1.1090444582333194,0.0
2013-02-26,1.1090444582333194,-0.0
2013-02-27,1.1090444582333194,0.0
2013-02-28,1.1090444582333194,0.0
2013-03-01,1.1090444582333194,0.0
2013-03-04,1.1090444582333194,-0.0
2013-03-05,1.1090444582333194,0.0
2013-03-06,1.1090444582333194,0.0
2013-03-07,1.1090444582333194,-0.0
2013-03-08,1.1090444582333194,-0.0
2013-03-11,1.1090444582333194,-0.0
2013-03-12,1.1090444582333194,-0.0
2013-03-13,1.1090444582333194,-0.0
2013-03-14,1.1090444582333194,0.0
2013-03-15,1.1090444582333194,0.0
2013-03-18,1.1090444582333194,-0.0
2013-03-19,1.1090444582333194,0.0
2013-03-20,1.1090444582333194,0.0
2013-03-21,1.1090444582333194,0.0
2013-03-22,1.1090444582333194,0.0
2013-03-25,1.1090444582333194,-0.0
2013-03-26,1.1090444582333194,-0.0
2013-03-27,1.1090444582333194,0.0
2013-03-28,1.1090444582333194,-0.0
2013-03-29,1.1090444582333194,-0.0
2013-04-01,1.1090444582333194,0.0
2013-04-02,1.1090444582333194,-0.0
2013-04-03,1.1090444582333194,-0.0
2013-04-08,1.1090444582333194,0.0
2013-04-09,1.1090444582333194,0.0
2013-04-10,1.1090444582333194,-0.0
2013-04-11,1.1090444582333194,-0.0
2013-04-12,1.1090444582333194,-0.0
2013-04-15,1.1090444582333194,-0.0
2013-04-16,1.1090444582333194,0.0
2013-04-17,1.1090444582333194,0.0
2013-04-18,1.1090444582333194,0.0
2013-04-19,1.1090444582333194,0.0
2013-04-22,1.1090444582333194,0.0
2013-04-23,1.1090444582333194,-0.0
2013-04-24,1.1090444582333194,0.0
2013-04-25,1.1090444582333194,-0.0
2013-04-26,1.1090444582333194,-0.0
2013-05-02,1.1090444582333194,0.0
2013-05-03,1.1090444582333194,0.0
2013-05-06,1.1090444582333194,0.0
2013-05-07,1.1090444582333194,0.0
2013-05-08,1.1090444582333194,0.0
2013-05-09,1.1090444582333194,-0.0
2013-05-10,1.1090444582333194,0.0
2013-05-13,1.1090444582333194,-0.0
2013-05-14,1.1090444582333194,-0.0
2013-05-15,1.1090444582333194,0.0
2013-05-16,1.1090444582333194,0.0
2013-05-17,1.1090444582333194,0.0
2013-05-20,1.1090444582333194,0.0
2013-05-21,1.1067958358607786,-0.0020275313183773618
2013-05-22,1.1033292543158755,-0.003132087628615939
2013-05-23,1.0958245303990477,-0.006801889723735359
2013-05-24,1.1051678966457243,0.008526334269296075
2013-05-27,1.1112712730803236,0.005522578472577399
2013-05-28,1.117049004415631,0.0051992087578150385
2013-05-29,1.1218621105535187,0.004308769014485478
2013-05-30,1.1196445747828672,-0.0019766562662120748
2013-05-31,1.1086208798238435,-0.009845709261049636
2013-06-03,1.102250832259582,-0.005745920611989216
2013-06-04,1.0846044463955276,-0.016009410333471776
2013-06-05,1.0877068779920356,0.0028604267729293474
2013-06-06,1.0750168821095578,-0.01166674233586188
2013-06-07,1.0616116121342611,-0.01246982275198406
2013-06-13,1.037409954636282,-0.022797091913232016
2013-06-14,1.0532125451051801,0.015232734560021248
2013-06-17,1.052017320235251,-0.00113483728947584
2013-06-18,1.0582062948102358,0.005882958822009549
2013-06-19,1.0546582662053336,-0.00335287043963224
2013-06-20,1.0244084845841073,-0.028682069434742264
2013-06-21,1.025993767869672,0.0015475108898656729
2013-06-24,0.9732823471359585,-0.05137596580451084
2013-06-25,0.9797163785944546,0.006610652579314933
2013-06-26,0.9972817468206191,0.01792903396324218
2013-06-27,0.9892913464985617,-0.008012179454332921
2013-06-28,0.9986029355091754,0.009412382958337408
2013-07-01,1.0159790717259933,0.017400445761716114
2013-07-02,1.0288773373313151,0.01269540482109508
2013-07-03,1.0300870194122458,0.001175730125486343
2013-07-04,1.0313543871964794,0.0012303502134770234
2013-07-05,1.0275474170598764,-0.0036912337639357306
2013-07-08,1.0039022906151052,-0.023011226588868502
2013-07-09,1.0053743496046081,0.001466336916714258
2013-07-10,1.0267993637460744,0.02131048414940377
2013-07-11,1.0576549168223353,0.03005022613540636
2013-07-12,1.0487255134886928,-0.008442643428983793
2013-07-15,1.0682003786926844,0.01857003091228929
2013-07-16,1.074755077763797,0.006136207402523808
2013-07-17,1.060741889222921,-0.013038494844828103
2013-07-18,1.051571293804748,-0.008645454197053797
2013-07-19,1.0301381206432116,-0.020382044743716642
2013-07-22,1.0436325672764684,0.013099647865502512
2013-07-23,1.0690572189407557,0.02436168864549458
2013-07-24,1.0707369750902909,0.0015712499946442132
2013-07-25,1.0577299225507,-0.01214775695823344
2013-07-26,1.05400411319269,-0.003522458123360298
2013-07-29,1.0353309790661205,-0.01771637690293889
2013-07-30,1.0309173786302648,-0.00426298500199102
2013-07-31,1.0338831108554216,0.002876789436896866
2013-08-01,1.0610998841210877,0.026324806914726828
2013-08-02,1.0633643700423185,0.002134093081262128
2013-08-05,1.0788607825475307,0.014573003329606878
2013-08-06,1.087761700881279,0.00825029371512651
2013-08-07,1.0779562764453652,-0.00901431299518054
2013-08-08,1.0805235049534105,0.002381570165824202
2013-08-09,1.0815482492460837,0.0009483776039813042
2013-08-12,1.0940604643754537,0.011568799762832524
2013-08-13,1.0977576455928666,0.0033793207393920744
2013-08-14,1.0960048876848087,-0.0015966711004878349
2013-08-15,1.082958471451897,-0.011903611361141772
2013-08-16,1.0664849805081058,-0.01521156293436212
2013-08-19,1.0868846777940866,0.0191279742882659
2013-08-20,1.0835736901933286,-0.0030463099429074857
2013-08-21,1.080929881409186,-0.002439897542797256
2013-08-22,1.085821571793013,0.0045254465326185055
2013-08-23,1.085131347323217,-0.0006356702498148761
2013-08-26,1.1040428107202573,0.017427810415477172
2013-08-27,1.1062085295564283,0.0019616257767740316
2013-08-28,1.0938663655822052,-0.01115717664839569
2013-08-29,1.0891231121073741,-0.00433622755399974
2013-08-30,1.0761640117032834,-0.011898655220910546
2013-09-02,1.0815559788440448,0.005010358162997202
2013-09-03,1.0996644228973365,0.016742955896416764
2013-09-04,1.0974225532071773,-0.0020386852966038237
2013-09-05,1.100983178193942,0.0032445341827166017
2013-09-06,1.1072916752559196,0.0057298759753315635
2013-09-09,1.1216711608557357,0.012986176922618522
2013-09-10,1.1255779000623194,0.0034829630491731217
2013-09-11,1.1201658932231402,-0.004808202825303966
2013-09-12,1.1234415250702607,0.002924238156988692
2013-09-13,1.1287623512816383,0.004736184387562952
2013-09-16,1.1311910195891934,0.002151620582310887
2013-09-17,1.114503819575845,-0.014751885158537214
2013-09-18,1.1157764835660893,0.0011419108377112167
2013-09-23,1.137905606825541,0.01983293570476216
2013-09-24,1.1356467033917266,-0.001985141315997443
2013-09-25,1.1284110839965118,-0.006371364768290086
2013-09-26,1.115204350176256,-0.01170383205868662
2013-09-27,1.1201670383487639,0.004450025837617549
2013-09-30,1.1304253599689238,0.00915784991788529
2013-10-08,1.144033030898242,0.012037655391676899
2013-10-09,1.1530003665181756,0.007838353769290058
2013-10-10,1.1404635311878921,-0.010873227532565356
2013-10-11,1.1535736450336325,0.011495425752093088
2013-10-14,1.160072805511987,0.005633936338901907
2013-10-15,1.157938577630473,-0.0018397361539496384
2013-10-16,1.1329825686277601,-0.021552100849581347
2013-10-17,1.1274571943518163,-0.004876839616902572
2013-10-18,1.1354968350757009,0.007130772471150434
2013-10-21,1.1630064742196755,0.02422696241345357
2013-10-22,1.1490831780402744,-0.01197181313091403
2013-10-23,1.129440408791681,-0.017094297109190675
2013-10-24,1.1222533140947784,-0.00636341204100511
2013-10-25,1.104901511797468,-0.01546157367448404
2013-10-28,1.1023753646711796,-0.002286309774505491
2013-10-29,1.0953427187927982,-0.006379538316768451
2013-10-30,1.1124198340810794,0.0155906594304129
2013-10-31,1.094298793645925,-0.016289749499228727
2013-11-01,1.0933738184232324,-0.0008452675156578175
2013-11-04,1.0941131401541526,0.0006761838617887399
2013-11-05,1.1011884419620237,0.006466700333088261
2013-11-06,1.0898545610996306,-0.010292408120629424
2013-11-07,1.0761466916782227,-0.01257770523763938
2013-11-08,1.0636416335840022,-0.011620217012161498
2013-11-11,1.072093233251079,0.007945909035732918
2013-11-12,1.0830930237127039,0.010260106230004345
2013-11-13,1.0649709812926285,-0.0167317506652894
2013-11-14,1.0781658344345364,0.012389871060986523
2013-11-15,1.096315359869585,0.016833704848908834
2013-11-18,1.121585133293242,0.023049730350091228
2013-11-19,1.1173769397661708,-0.0037520054449321073
2013-11-20,1.1226619808018021,0.004729864066048432
2013-11-21,1.1138626923671735,-0.007837878707128019
2013-11-22,1.1090800751990213,-0.004293722377924509
2013-11-25,1.106722404680147,-0.002125789265893388
2013-11-26,1.1069651713124102,0.00021935639075954192
2013-11-27,1.1192486475984094,0.011096533661882008
2013-11-28,1.1304110458986258,0.009973117523231155
2013-11-29,1.1355820037939777,0.004574404960136601
2013-12-02,1.1004262177186257,-0.03095838605921588
2013-12-03,1.115249296356994,0.013470306686348386
2013-12-04,1.1267480753092265,0.010310500970315488
2013-12-05,1.1182509568986003,-0.007541276170624245
2013-12-06,1.1117860070482595,-0.0057813050017601385
2013-12-09,1.1197036918932004,0.007121590661103973
2013-12-10,1.1198224986766783,0.0001061055566201238
2013-12-11,1.1098279853721205,-0.008925087070824603
2013-12-12,1.1153814152258494,0.005003865397994065
2013-12-13,1.1173915401178751,0.0018021861083445012
2013-12-16,1.1036098100937266,-0.012333841388037243
2013-12-17,1.0971790708713993,-0.005827004402743625
2013-12-18,1.0972930108709757,0.00010384813436684922
2013-12-19,1.0912330060693811,-0.005522686047899428
2013-12-20,1.0772470142620723,-0.012816686930765004
2013-12-23,1.0828574141155896,0.0052080904186682445
2013-12-24,1.0908911860706516,0.007419048759640738
2013-12-25,1.1012286644995628,0.009476177423475403
2013-12-26,1.0865365596044265,-0.013341556907087028
2013-12-27,1.1023906807263995,0.014591429052092698
2013-12-30,1.103750946826871,0.00123392380238102
2013-12-31,1.1115887591595457,0.007101069634601473
2014-01-02,1.1168271363260036,0.004712513619172174
2014-01-03,1.1106911238111232,-0.00549414704863437
2014-01-06,1.088262550201026,-0.020193349104238884
2014-01-07,1.0933148444536025,0.00464253249516255
2014-01-08,1.1030183527089905,0.008875310076154318
2014-01-09,1.0902919990879543,-0.01153775328377868
2014-01-10,1.0774024650655143,-0.011822093561378175
2014-01-13,1.0738368301541452,-0.0033094735040840786
2014-01-14,1.0890204802233339,0.014139624981021741
2014-01-15,1.0944470874142176,0.004983016655270719
2014-01-16,1.0925719442051074,-0.001713324683005435
2014-01-17,1.0778168574006575,-0.013504910942212522
2014-01-20,1.0671122230685886,-0.009931774826648242
2014-01-21,1.0766708729325554,0.008957492621047877
2014-01-22,1.0999061875446792,0.021580703255059994
2014-01-23,1.103870469313863,0.0036041998982052573
2014-01-24,1.1141343734214395,0.009298105523156453
2014-01-27,1.1024230305252736,-0.010511607195280341
2014-01-28,1.1016555100758652,-0.0006962122780060647
2014-01-29,1.1100137820045954,0.007587010505811101
2014-01-30,1.1004881976430183,-0.00858150098314526
2014-02-07,1.116502636352335,0.014552122179606912
2014-02-10,1.142751635325116,0.023510019697344973
2014-02-11,1.1386613897373048,-0.0035792953266239563
2014-02-12,1.1430503699722467,0.003854508701620624
2014-02-13,1.1299093377346614,-0.01149645945865401
2014-02-14,1.1425483755268764,0.011185886663752077
2014-02-17,1.1572490688641919,0.012866582853033697
2014-02-18,1.1498403923590674,-0.006401972319058108
2014-02-19,1.1517501756183002,0.0016609116116668768
2014-02-20,1.141028650683279,-0.009308898024925894
2014-02-21,1.134624249350301,-0.005612831307209364
2014-02-24,1.1260708766434013,-0.007538506877318463
2014-02-25,1.0899752287122466,-0.032054508006413227
2014-02-26,1.0913300554660046,0.0012429885726472842
2014-02-27,1.0749048029391197,-0.015050673666154308
2014-02-28,1.0873471654054327,0.011575315723115022
2014-03-03,1.1046943872002473,0.01595371041257687
2014-03-04,1.0953573191445019,-0.008452172984610935
2014-03-05,1.0901663215507322,-0.004739090617319269
2014-03-06,1.08957600929162,-0.0005414882549962391
2014-03-07,1.0904570403184959,0.0008085998767985398
2014-03-10,1.0610316060057632,-0.026984496614500423
2014-03-11,1.0628125626323088,0.0016785142086861533
2014-03-12,1.061841066681146,-0.0009140802294965608
2014-03-13,1.0786943099099577,0.01587171918438571
2014-03-14,1.0742682562329426,-0.004103158454024428
2014-03-17,1.0911333801401022,0.0156991736554696
2014-03-18,1.0930338592536408,0.0017417477534181797
2014-03-19,1.0824601986648037,-0.009673680736713038
2014-03-20,1.0561570925062942,-0.02429937487859032
2014-03-21,1.0723633397576111,0.015344542366192043
2014-03-24,1.0686236457514116,-0.0034873385424055874
2014-03-25,1.067156310405107,-0.0013731076905685086
2014-03-26,1.0725591562392953,0.005062843916592969
2014-03-27,1.0558063977839796,-0.01561942607814359
2014-03-28,1.0390557864392083,-0.01586523000800984
2014-03-31,1.0402714804296642,0.0011699987684223093
2014-04-01,1.0552369840675029,0.014386151999146907
2014-04-02,1.0518282313666059,-0.003230319589214668
2014-04-03,1.0486271758257408,-0.003043325369491284
2014-04-04,1.0609600356542699,0.011760957671936743
2014-04-08,1.0766475409979677,0.014786141623160753
2014-04-09,1.0820280568824905,0.004997471948466357
2014-04-10,1.0916564162688112,0.008898437822455082
2014-04-11,1.0872060286722884,-0.004076729207284604
2014-04-14,1.0886941194205257,0.001368729301524048
2014-04-15,1.0777660424510964,-0.010037784511269222
2014-04-16,1.0748309423363784,-0.0027233184189425857
2014-04-17,1.075397493238795,0.0005271069896677552
2014-04-18,1.0776323490345077,0.00207816719842079
2014-04-21,1.0678721570607372,-0.009057070328776656
2014-04-22,1.0607033843738165,-0.006713137560073146
2014-04-23,1.0578654767964257,-0.002675495920158773
2014-04-24,1.0535210133201123,-0.004106820358170668
2014-04-25,1.0373794656665445,-0.015321524155174206
2014-04-28,1.0143253671844004,-0.022223399676926537
2014-04-29,1.0274748447234616,0.012963766819282196
2014-04-30,1.0345113554008234,0.006848353235602396
2014-05-05,1.0396967705071767,0.005012429374778835
2014-05-06,1.0431919801926768,0.0033617587210502207
2014-05-07,1.0279530778121357,-0.014607955841192642
2014-05-08,1.0237454568478763,-0.0040932033329913395
2014-05-09,1.0133544437960489,-0.010149996742179958
2014-05-12,1.0285365193175047,0.014981999254459658
2014-05-13,1.0285552707495957,1.82311777354853e-05
2014-05-14,1.0284692431871014,-8.363922186860044e-05
2014-05-15,1.0140836025370572,-0.013987429128619288
2014-05-16,1.0079616178110695,-0.006036962544973132
2014-05-19,0.9999746528658837,-0.007923878056518273
2014-05-20,1.0010440570578885,0.0010694312990234204
2014-05-21,1.0109458151869115,0.009891430910768094
2014-05-22,1.0140196186428225,0.0030405224590029957
2014-05-23,1.0248165787283172,0.010647683621689026
2014-05-26,1.036044249189095,0.010955785351082215
2014-05-27,1.0323195849567088,-0.003595082193932812
2014-05-28,1.0446049220718467,0.011900711072582379
2014-05-29,1.0376993851377165,-0.006610668577392829
2014-05-30,1.037853833956238,0.00014883772770168388
2014-06-03,1.0344678406271155,-0.0032624953710631587
2014-06-04,1.0248527933261724,-0.009294679760285397
2014-06-05,1.0359782613250186,0.010855674172227537
2014-06-06,1.0331389223405978,-0.002740732204929869
2014-06-09,1.0273427258546053,-0.005610277921638186
2014-06-10,1.0406865884683212,0.012988715720565059
2014-06-11,1.045184355637532,0.0043219228719288925
2014-06-12,1.0432395029060677,-0.0018607748202257592
2014-06-13,1.0540534967352175,0.010365782544685183
2014-06-16,1.057527092174567,0.003295464082334024
2014-06-17,1.0470582105803152,-0.009899398012324052
2014-06-18,1.0408224289954542,-0.005955525224719788
2014-06-19,1.021879474643757,-0.018199986687431304
2014-06-20,1.0281902619569825,0.006175666964468123
2014-06-23,1.034283189120264,0.005925875189368695
2014-06-24,1.0423060823818993,0.007756959937112898
2014-06-25,1.0386272231744684,-0.0035295382705853333
2014-06-26,1.0502481011463476,0.011188689948219374
2014-06-27,1.0534129420893574,0.00301342219953109
2014-06-30,1.0616956357269112,0.00786272249619964
2014-07-01,1.063003226048684,0.001231605629496084
2014-07-02,1.0669088201296437,0.0036741131026266625
2014-07-03,1.0731596314883183,0.005858805589323859
2014-07-04,1.0712167827266958,-0.0018104005262739617
2014-07-07,1.0664219985987902,-0.004476016624479194
2014-07-08,1.071898132472907,0.005135053366596105
2014-07-09,1.056936207352643,-0.01395834610304476
2014-07-10,1.0508958128273573,-0.005715003879387726
2014-07-11,1.0566187212734213,0.005445742933038135
2014-07-14,1.0688785793434277,0.011602915813597377
2014-07-15,1.067106497440467,-0.0016578888726997698
2014-07-16,1.0619333924345702,-0.004847786999989849
2014-07-17,1.0562164958980316,-0.0053834793945335335
2014-07-18,1.0611030332165512,0.004626454270973014
2014-07-21,1.0637415457946833,0.0024865752858455404
2014-07-22,1.0765753980836619,0.012064821891854115
2014-07-23,1.068787255574923,-0.007234182132159217
2014-07-24,1.0742609560570893,0.005121412567014393
2014-07-25,1.0847706327516917,0.009783169196781228
2014-07-28,1.1024542351985225,0.01630169725555113
2014-07-29,1.1079555618363648,0.004990072569181701
2014-07-30,1.1066884803335368,-0.0011436212303747638
2014-07-31,1.113792410282005,0.006419087281298131
2014-08-01,1.1078762618869105,-0.00531171548708655
2014-08-04,1.1225221323349825,0.013219770972552058
2014-08-05,1.122042610979981,-0.0004271820939547137
2014-08-06,1.1197847095310873,-0.002012313460111392
2014-08-07,1.1085060809800464,-0.010072140166803805
2014-08-08,1.1133144634747358,0.004337714133636753
2014-08-11,1.1280234589728244,0.01321189653117481
2014-08-12,1.1279652007067094,-5.1646324951589853e-05
2014-08-13,1.125163507727174,-0.0024838469996946977
2014-08-14,1.1158230042945572,-0.008301463181546502
2014-08-15,1.1236831465768977,0.007044255452781135
2014-08-18,1.1350450830170762,0.01011133474306384
2014-08-19,1.1352433328907112,0.00017466255446700032
2014-08-20,1.130741987203926,-0.003965093259190082
2014-08-21,1.1297463004739587,-0.0008805605003042124
2014-08-22,1.1355314751258212,0.005120773265144224
2014-08-25,1.1268268026958659,-0.007665725363527071
2014-08-26,1.1125280484525337,-0.012689398414311034
2014-08-27,1.1152666163820524,0.00246157203256856
2014-08-28,1.1071804549296977,-0.00725042903067109
2014-08-29,1.1201090663640525,0.011677058944447982
2014-09-01,1.1347795570130381,0.013097376933664993
2014-09-02,1.1467296586017839,0.010530769183224214
2014-09-03,1.155762838945091,0.007877340814853591
2014-09-04,1.1635363811021253,0.006725897299250105
2014-09-05,1.1683258690240206,0.004116319867332959
2014-09-09,1.1699598201486003,0.0013985405680905657
2014-09-10,1.172975365338396,0.0025774775662062953
2014-09-11,1.1699940307766137,-0.0025416855714802335
2014-09-12,1.176760721228848,0.005783525619992056
2014-09-15,1.1805092899586327,0.0031854978349976815
2014-09-16,1.1482870294502663,-0.027295219768660724
2014-09-17,1.1545429938742482,0.005448084201540587
2014-09-18,1.161582653647076,0.006097356105557417
2014-09-19,1.1704321844684524,0.007618511514089103
2014-09-22,1.1551729561080875,-0.013037259708724516
2014-09-23,1.1678046937244504,0.010934931907444096
2014-09-24,1.1809189586505775,0.011229844336643426
2014-09-25,1.17943086790234,-0.001260112505889431
2014-09-26,1.1820828357065527,0.002248514835743882
2014-09-29,1.1916034101435253,0.008054067066528416
2014-09-30,1.1965968735671748,0.00419054140089124
2014-10-08,1.2098927840453904,0.011111436751944101
2014-10-09,1.2116405320288437,0.0014445478198567279
2014-10-10,1.2053605199667603,-0.0051830653531934005
2014-10-13,1.2017681177439328,-0.0029803549753949603
2014-10-14,1.1965716808034497,-0.00432399300976489
2014-10-15,1.200421736291651,0.0032175719599315004
2014-10-16,1.1854112864730748,-0.012504313579781108
2014-10-17,1.1773195425333036,-0.006826106712587846
2014-10-20,1.1920872257196165,0.012543479193878247
2014-10-21,1.1828285987691072,-0.007766736150469285
2014-10-22,1.1700203686659634,-0.010828475162396848
2014-10-23,1.1546052600800472,-0.013175077117240417
2014-10-24,1.156130137988952,0.0013206919816032667
2014-10-27,1.163334982133025,0.0062318625795929694
2014-10-28,1.1881054807846685,0.021292662072471772
2014-10-29,1.2015953469154295,0.011354098056892947
2014-10-30,1.2013444212630957,-0.00020882708390785747
2014-10-31,1.1985186806454586,-0.0023521486158533233
2014-11-03,1.2048558058480334,0.005287464688628704
2014-11-04,1.1979861972303525,-0.0057016022866286445
2014-11-05,1.1946915276697347,-0.0027501732225584967
2014-11-06,1.2030738472365665,0.007016304521035368
2014-11-07,1.195272678923856,-0.0064843636412092506
2014-11-10,1.2043017081867762,0.007553949339032342
2014-11-11,1.1742508921427002,-0.024952896636941044
2014-11-12,1.188217989377215,0.011894474450028695
2014-11-13,1.173651848300706,-0.012258812109168394
2014-11-14,1.1727766860426525,-0.0007456745024689988
2014-11-17,1.1835092328118033,0.009151398469018183
2014-11-18,1.1825998599257364,-0.0007683699128451412
2014-11-19,1.189561078593328,0.005886368587959048
2014-11-20,1.187515025384853,-0.0017200068540359718
2014-11-21,1.1995985341087814,0.010175457544221278
2014-11-24,1.2132292506912798,0.011362731943170706
2014-11-25,1.2284906261621897,0.012579135775216568
2014-11-26,1.2397460659193469,0.009162007033231624
2014-11-27,1.2472081339066847,0.006019029374216465
2014-11-28,1.249637517917755,0.0019478577352286877
2014-12-01,1.2441364775613186,-0.0044021088336101705
2014-12-02,1.2660352874296668,0.017601613860943048
2014-12-03,1.275124722069247,0.0071794481005611425
2014-12-04,1.3040862373636035,0.022712692172855268
2014-12-05,1.2780575319327174,-0.01995934370376221
2014-12-08,1.290028388923396,0.00936644610401531
2014-12-09,1.2354120517143514,-0.04233731418470961
2014-12-10,1.2774342973119184,0.0340147609368499
2014-12-11,1.2818118262906215,0.003426813408654117
2014-12-12,1.2926553071045863,0.008459495061255732
2014-12-15,1.3084189633022723,0.01219478704883429
2014-12-16,1.3165409099303735,0.006207451019819041
2014-12-17,1.314341266747595,-0.001670774653629829
2014-12-18,1.310112604099997,-0.003217324719676632
2014-12-19,1.3036049983201665,-0.004967211031681622
2014-12-22,1.2755071940276248,-0.021553924945630562
2014-12-23,1.2583662379858123,-0.013438541250157305
2014-12-24,1.257182750653528,-0.0009404951408889117
2014-12-25,1.2813600742319995,0.019231351659815127
2014-12-26,1.3004601970755747,0.014906132341467947
2014-12-29,1.295752442495084,-0.0036200681813078743
2014-12-30,1.2865699663985628,-0.00708659755936042
2014-12-31,1.3045955319848257,0.014010559905048287
2015-01-05,1.3297221647054973,0.01926009410935481
2015-01-06,1.3445648536201746,0.011162248256548029
2015-01-07,1.3412001882557971,-0.0025024195413990806
2015-01-08,1.3337312495147158,-0.005568847071811541
2015-01-09,1.3310917349516629,-0.0019790453016776993
2015-01-12,1.329699691615129,-0.0010457906844299114
2015-01-13,1.3429268945559114,0.009947511475103067
2015-01-14,1.3352403819462921,-0.005723701447025602
2015-01-15,1.3519158444219959,0.01248873438908207
2015-01-16,1.368980792750523,0.012622788910224825
2015-01-19,1.3147520805651634,-0.03961247117017966
2015-01-20,1.352864008438572,0.02898791980388093
2015-01-21,1.3857057819094598,0.024275738925742224
2015-01-22,1.3968279576721374,0.008026361661962257
2015-01-23,1.3844656108587934,-0.008850300243092437
2015-01-26,1.4069495799209464,0.016240178799533996
2015-01-27,1.4119006736965125,0.003519027153655591
2015-01-28,1.3986963732682076,-0.009352145426586245
2015-01-29,1.384876281535659,-0.00988069462156138
2015-01-30,1.3709851920144296,-0.010030563528625067
2015-02-02,1.3620950092334052,-0.006484521373977605
2015-02-03,1.3885016061201731,0.019386751076659298
2015-02-04,1.3810389655700233,-0.005374599868848905
2015-02-05,1.373777008285459,-0.005258329030250673
2015-02-06,1.3520267784668099,-0.015832431091414485
2015-02-09,1.3515496905037592,-0.00035286872320069865
2015-02-10,1.3724871674108565,0.015491459214713345
2015-02-11,1.3890425348367554,0.012062311268913228
2015-02-12,1.3973382542782813,0.005972257316440357
2015-02-13,1.4147810940626904,0.012482904358342444
2015-02-16,1.4399493807279307,0.017789527136644837
2015-02-17,1.4515831413630784,0.008079284446281422
2015-02-25,1.4383898627689036,-0.009088889377556513
2015-02-26,1.4502890062673865,0.008272544048368856
2015-02-27,1.4651528800061056,0.010248904648994177
2015-03-02,1.4925777798539126,0.018718114827507078
2015-03-03,1.4731421352025393,-0.013021528870191024
2015-03-04,1.49501517974435,0.014847884680729378
2015-03-05,1.4934976020112978,-0.0010150918556638337
2015-03-06,1.4693513399653737,-0.016167593448697958
2015-03-09,1.4921761270413352,0.015533920618671987
2015-03-10,1.5092040019277893,0.011411437683443316
2015-03-11,1.5085937931109623,-0.0004043249395360702
2015-03-12,1.5082937701975043,-0.00019887587687812387
2015-03-13,1.52842665321312,0.013348117862330998
2015-03-16,1.575717908087584,0.030941134646563787
2015-03-17,1.58795185769035,0.007764048082447679
2015-03-18,1.6160936061787083,0.01772204135287212
2015-03-19,1.618330179662857,0.0013839380810602424
2015-03-20,1.6392396009921695,0.012920367915074248
2015-03-23,1.6820773191746445,0.026132676490091645
2015-03-24,1.7015122481225031,0.011554123420078484
2015-03-25,1.7140708408396403,0.007380841795875834
2015-03-26,1.6903114881138863,-0.013861359845614879
2015-03-27,1.707715536767786,0.010296355894332811
2015-03-30,1.7176410562535047,0.005812162079701366
2015-03-31,1.724547165750447,0.004020694237482818
2015-04-01,1.765433017307012,0.02370816662400369
2015-04-02,1.798866248162636,0.01893769433780217
2015-04-03,1.8269098021287464,0.01558957148412454
2015-04-07,1.8608699339120602,0.018588838783251717
2015-04-08,1.8454472388688858,-0.008287895226912326
2015-04-09,1.8325491164042669,-0.006989158071256725
2015-04-10,1.8796477038925121,0.02570113240984219
2015-04-13,1.9150370955951364,0.018827672669371614
2015-04-14,1.9101831943568972,-0.002534625177446243
2015-04-15,1.8446397821633447,-0.03431263157752743
2015-04-16,1.8791593078139255,0.018713423609512114
